CIK,Date,filling type,Hedge,word found
1585689,2018-04-26,10-Q,1,interestrateswap
1585689,2019-07-24,10-Q,1,interestrateswap
1585689,2017-10-26,10-Q,1,interestrateswap
1585689,2019-10-23,10-Q,1,interestrateswap
1585689,2020-11-04,10-Q,1,interestrateswap
1585689,2020-08-06,10-Q,1,interestrateswap
1585689,2021-07-29,10-Q,1,interestrateswap
1585689,2022-05-03,10-Q,1,interestrateswap
1585689,2022-07-27,10-Q,1,interestrateswap
1585689,2020-05-07,10-Q,1,interestrateswap
1585689,2021-05-05,10-Q,1,interestrateswap
1585689,2021-10-27,10-Q,1,interestrateswap
1585689,2022-10-26,10-Q,1,interestrateswap
1590895,2016-03-15,10-K,0,N/A
1590895,2017-03-13,10-K,0,N/A
1590895,2019-03-01,10-K,0,N/A
1590895,2018-02-27,10-K,0,N/A
1590895,2020-02-28,10-K,0,N/A
1590895,2014-11-14,10-Q,0,N/A
1590895,2015-08-10,10-Q,0,N/A
1590895,2015-05-11,10-Q,0,N/A
1590895,2021-03-01,10-K,1,interestratederivative
1590895,2015-03-16,10-K,1,interestrateswap
1590895,2015-11-09,10-Q,0,N/A
1590895,2022-02-24,10-K,1,interestratederivative
1590895,2017-05-10,10-Q,0,N/A
1590895,2016-11-09,10-Q,0,N/A
1590895,2016-08-09,10-Q,0,N/A
1590895,2017-08-14,10-Q,0,N/A
1590895,2018-05-08,10-Q,0,N/A
1590895,2018-08-07,10-Q,0,N/A
1590895,2017-11-07,10-Q,0,N/A
1590895,2016-05-10,10-Q,0,N/A
1590895,2019-05-07,10-Q,0,N/A
1590895,2019-08-09,10-Q,0,N/A
1590895,2018-11-09,10-Q,0,N/A
1590895,2019-11-07,10-Q,0,N/A
1590895,2021-05-05,10-Q,1,interestrateswap
1590895,2020-11-09,10-Q,1,interestrateswap
1590895,2020-08-06,10-Q,0,N/A
1590895,2020-05-11,10-Q,0,N/A
1590895,2021-11-05,10-Q,1,interestrateswap
1590895,2022-08-04,10-Q,1,interestrateswap
1590895,2021-08-04,10-Q,1,interestrateswap
1590895,2022-05-04,10-Q,1,interestrateswap
1590895,2022-11-02,10-Q,1,interestrateswap
1590955,2015-02-26,10-K,0,N/A
1590955,2016-02-22,10-K,0,N/A
1590955,2017-02-21,10-K,0,N/A
1590955,2019-02-14,10-K,1,interestrateswap
1590955,2022-02-17,10-K,1,interestrateswap
1590955,2018-02-14,10-K,1,interestrateswap
1590955,2014-08-08,10-Q,0,N/A
1590955,2020-02-13,10-K,1,interestrateswap
1590955,2014-11-07,10-Q,0,N/A
1590955,2015-05-13,10-Q,0,N/A
1590955,2021-02-18,10-K,1,interestrateswap
1590955,2016-05-05,10-Q,0,N/A
1590955,2014-05-21,10-Q,0,N/A
1590955,2016-08-03,10-Q,0,N/A
1590955,2015-08-07,10-Q,0,N/A
1590955,2016-11-03,10-Q,1,interestrateswap
1590955,2017-08-02,10-Q,0,N/A
1590955,2017-05-04,10-Q,0,N/A
1590955,2017-11-02,10-Q,0,N/A
1590955,2018-11-01,10-Q,1,interestrateswap
1590955,2018-08-02,10-Q,1,interestrateswap
1590955,2018-05-03,10-Q,1,interestrateswap
1590955,2019-08-01,10-Q,1,interestrateswap
1590955,2019-10-31,10-Q,1,interestrateswap
1590955,2019-05-02,10-Q,1,interestrateswap
1590955,2015-11-06,10-Q,0,N/A
1590955,2020-11-05,10-Q,1,interestrateswap
1590955,2020-04-30,10-Q,1,interestrateswap
1590955,2020-08-06,10-Q,1,interestrateswap
1590955,2021-08-05,10-Q,1,interestrateswap
1590955,2022-08-04,10-Q,1,interestrateswap
1590955,2021-11-04,10-Q,1,interestrateswap
1590955,2022-05-05,10-Q,1,interestrateswap
1590955,2021-05-06,10-Q,1,interestrateswap
1593034,2017-03-01,10-K,0,N/A
1593034,2018-02-27,10-K,0,N/A
1593034,2015-03-02,10-K,0,N/A
1590955,2022-11-03,10-Q,1,interestrateswap
1593034,2020-02-26,10-K,0,N/A
1593034,2016-02-29,10-K,0,N/A
1593034,2022-03-01,10-K,0,N/A
1593034,2014-05-09,10-Q,0,N/A
1593034,2019-02-28,10-K,0,N/A
1593034,2014-08-04,10-Q,0,N/A
1593034,2014-11-10,10-Q,0,N/A
1593034,2015-05-11,10-Q,0,N/A
1593034,2016-08-09,10-Q,0,N/A
1593034,2021-02-26,10-K,0,N/A
1593034,2015-11-09,10-Q,0,N/A
1593034,2016-05-06,10-Q,0,N/A
1593034,2016-11-08,10-Q,0,N/A
1593034,2015-08-10,10-Q,0,N/A
1593034,2017-05-09,10-Q,1,interestrateswap
1593034,2017-11-09,10-Q,0,N/A
1593034,2019-08-05,10-Q,0,N/A
1593034,2018-05-08,10-Q,0,N/A
1593034,2017-08-08,10-Q,0,N/A
1593034,2018-11-08,10-Q,0,N/A
1593034,2019-05-09,10-Q,0,N/A
1593034,2018-08-08,10-Q,0,N/A
1593034,2020-08-06,10-Q,0,N/A
1593034,2020-11-06,10-Q,0,N/A
1593034,2020-05-07,10-Q,0,N/A
1593034,2021-05-07,10-Q,0,N/A
1593034,2019-11-04,10-Q,0,N/A
1593034,2022-05-06,10-Q,0,N/A
1593034,2021-11-05,10-Q,0,N/A
1593034,2021-08-06,10-Q,0,N/A
1593538,2016-02-25,10-K,1,interestrateswap
1593034,2022-11-09,10-Q,0,N/A
1593034,2022-08-09,10-Q,0,N/A
1593538,2015-02-27,10-K,1,interestrateswap
1593538,2017-02-24,10-K,1,hedgeinterestrate
1593538,2018-02-26,10-K,1,hedgeinterestrate
1593538,2022-02-25,10-K,1,hedgeinterestrate
1593538,2014-10-30,10-Q,1,interestrateswap
1593538,2021-02-26,10-K,1,hedgeinterestrate
1593538,2014-05-09,10-Q,1,interestrateswap
1593538,2019-02-26,10-K,1,hedgeinterestrate
1593538,2014-08-01,10-Q,1,interestrateswap
1593538,2015-04-30,10-Q,1,interestrateswap
1593538,2020-02-27,10-K,1,hedgeinterestrate
1593538,2016-11-07,10-Q,1,interestrateswap
1593538,2016-07-25,10-Q,1,interestrateswap
1593538,2015-08-03,10-Q,1,interestrateswap
1593538,2016-04-28,10-Q,1,interestrateswap
1593538,2017-08-01,10-Q,1,interestrateswap
1593538,2017-04-27,10-Q,1,interestrateswap
1593538,2015-10-30,10-Q,1,interestrateswap
1593538,2018-05-03,10-Q,1,interestrateswap
1593538,2017-10-27,10-Q,1,interestrateswap
1593538,2019-11-01,10-Q,1,interestrateswap
1593538,2019-05-03,10-Q,1,interestrateswap
1593538,2018-08-03,10-Q,1,interestrateswap
1593538,2018-11-02,10-Q,1,interestrateswap
1593538,2019-08-02,10-Q,1,interestrateswap
1593538,2020-10-30,10-Q,1,interestrateswap
1593538,2021-07-28,10-Q,1,interestrateswap
1593538,2020-05-01,10-Q,1,hedgeinterestrate
1593538,2022-07-27,10-Q,1,hedgeinterestrate
1593538,2021-04-28,10-Q,1,interestrateswap
1593538,2021-10-27,10-Q,1,interestrateswap
1593538,2020-08-05,10-Q,1,interestrateswap
1595262,2015-02-13,10-K,1,hedgeinterestrate
1593538,2022-04-27,10-Q,1,interestrateswap
1595262,2016-02-19,10-K,1,hedgeinterestrate
1595262,2014-10-30,10-Q,1,hedgeinterestrate
1595262,2015-11-04,10-Q,1,hedgeinterestrate
1595262,2015-08-04,10-Q,1,hedgeinterestrate
1595262,2014-07-30,10-Q,1,hedgeinterestrate
1593538,2022-10-26,10-Q,1,interestrateswap
1595262,2016-05-06,10-Q,1,hedgeinterestrate
1595262,2014-05-02,10-Q,1,interestrateswap
1595262,2016-07-28,10-Q,1,hedgeinterestrate
1596532,2017-02-17,10-K,0,N/A
1596532,2015-03-12,10-K,0,N/A
1595262,2015-05-15,10-Q,1,hedgeinterestrate
1596532,2018-02-20,10-K,0,N/A
1596532,2019-02-15,10-K,0,N/A
1596532,2016-02-25,10-K,0,N/A
1596532,2020-02-14,10-K,0,N/A
1596532,2021-02-19,10-K,0,N/A
1596532,2015-08-07,10-Q,0,N/A
1596532,2022-02-15,10-K,0,N/A
1596532,2015-05-15,10-Q,0,N/A
1596532,2015-11-06,10-Q,0,N/A
1596532,2016-08-05,10-Q,0,N/A
1596532,2016-05-05,10-Q,0,N/A
1596532,2014-11-07,10-Q,0,N/A
1596532,2014-08-08,10-Q,0,N/A
1596532,2017-05-08,10-Q,0,N/A
1596532,2016-11-03,10-Q,0,N/A
1596532,2018-05-04,10-Q,0,N/A
1596532,2017-11-03,10-Q,0,N/A
1596532,2018-08-08,10-Q,0,N/A
1596532,2017-08-04,10-Q,0,N/A
1596532,2019-08-02,10-Q,0,N/A
1596532,2018-11-05,10-Q,0,N/A
1596532,2020-05-06,10-Q,0,N/A
1596532,2019-05-06,10-Q,0,N/A
1596532,2021-05-06,10-Q,0,N/A
1596532,2020-11-03,10-Q,0,N/A
1596532,2021-11-02,10-Q,0,N/A
1596532,2022-05-03,10-Q,0,N/A
1596532,2020-08-05,10-Q,0,N/A
1596532,2019-11-01,10-Q,0,N/A
1596532,2021-08-03,10-Q,0,N/A
1596783,2014-09-08,10-K,1,interestratederivative
1596532,2022-08-02,10-Q,0,N/A
1596783,2016-08-29,10-K,1,interestrateswap
1596783,2019-08-27,10-K,1,interestrateswap
1596532,2022-11-01,10-Q,0,N/A
1596783,2015-09-02,10-K,1,interestratederivative
1596783,2020-08-31,10-K,1,interestrateswap
1596783,2017-08-28,10-K,1,interestrateswap
1596783,2014-11-14,10-Q,1,interestrateswap
1596783,2021-08-30,10-K,1,interestrateswap
1596783,2018-08-28,10-K,1,interestrateswap
1596783,2015-02-12,10-Q,1,interestrateswap
1596783,2022-08-29,10-K,1,interestrateswap
1596783,2015-05-05,10-Q,1,interestrateswap
1596783,2015-11-03,10-Q,1,interestrateswap
1596783,2016-02-09,10-Q,1,interestrateswap
1596783,2016-05-04,10-Q,1,interestrateswap
1596783,2017-05-04,10-Q,1,interestrateswap
1596783,2018-02-05,10-Q,1,interestrateswap
1596783,2017-11-06,10-Q,1,interestrateswap
1596783,2017-02-06,10-Q,1,interestrateswap
1596783,2018-11-06,10-Q,1,interestrateswap
1596783,2019-02-05,10-Q,1,interestrateswap
1596783,2016-11-07,10-Q,1,interestrateswap
1596783,2018-05-01,10-Q,1,interestrateswap
1596783,2020-02-03,10-Q,1,interestrateswap
1596783,2019-11-05,10-Q,1,interestrateswap
1596783,2020-11-03,10-Q,1,interestrateswap
1596783,2021-02-02,10-Q,1,interestrateswap
1596783,2019-05-07,10-Q,1,interestrateswap
1596783,2021-11-02,10-Q,1,interestrateswap
1596783,2021-05-04,10-Q,1,interestrateswap
1596783,2022-02-01,10-Q,1,interestrateswap
1596783,2022-05-03,10-Q,1,interestrateswap
1596783,2020-05-05,10-Q,1,interestrateswap
1598014,2017-01-27,10-K,1,interestratederivative
1596783,2022-11-01,10-Q,1,interestrateswap
1598014,2016-10-07,10-Q,1,interestratederivative
1598014,2019-01-18,10-K,1,interestratederivative
1598014,2022-01-24,10-K,0,N/A
1598014,2018-01-23,10-K,1,interestratederivative
1598014,2017-06-27,10-Q,1,interestratederivative
1598014,2017-03-28,10-Q,1,interestratederivative
1598014,2021-01-22,10-K,0,N/A
1598014,2020-01-17,10-K,1,interestratederivative
1598014,2018-03-27,10-Q,1,interestratederivative
1598014,2018-06-26,10-Q,1,interestratederivative
1598014,2017-09-26,10-Q,1,interestratederivative
1598014,2019-03-26,10-Q,1,interestratederivative
1598014,2018-09-25,10-Q,1,interestratederivative
1598014,2020-06-23,10-Q,1,interestrateswap
1598014,2019-06-26,10-Q,1,interestratederivative
1598014,2020-03-24,10-Q,1,interestrateswap
1598014,2019-09-24,10-Q,1,interestrateswap
1601046,2014-12-22,10-K,1,interestrateswap
1598014,2021-09-28,10-Q,0,N/A
1598014,2021-06-23,10-Q,0,N/A
1598014,2021-03-23,10-Q,0,N/A
1601046,2015-12-21,10-K,0,N/A
1598014,2020-09-29,10-Q,1,interestrateswap
1601046,2018-12-18,10-K,0,N/A
1601046,2017-12-20,10-K,0,N/A
1601046,2016-12-19,10-K,0,N/A
1601046,2022-12-15,10-K,1,interestrateswap
1601046,2020-12-17,10-K,1,interestrateswap
1601046,2019-12-18,10-K,0,N/A
1601046,2015-09-03,10-Q,0,N/A
1601046,2016-09-02,10-Q,0,N/A
1601046,2021-12-17,10-K,1,interestrateswap
1601046,2015-06-04,10-Q,0,N/A
1601046,2015-03-05,10-Q,1,interestrateswap
1601046,2016-06-03,10-Q,0,N/A
1601046,2016-03-04,10-Q,0,N/A
1601046,2018-03-08,10-Q,0,N/A
1601046,2017-06-07,10-Q,0,N/A
1601046,2017-02-28,10-Q,0,N/A
1601046,2018-06-05,10-Q,0,N/A
1601046,2017-09-06,10-Q,0,N/A
1601046,2018-08-31,10-Q,0,N/A
1601046,2019-03-05,10-Q,0,N/A
1601046,2020-06-02,10-Q,1,interestrateswap
1601046,2019-08-30,10-Q,0,N/A
1601046,2021-05-28,10-Q,1,interestrateswap
1601046,2020-03-05,10-Q,0,N/A
1601046,2021-03-03,10-Q,1,interestrateswap
1601046,2019-05-30,10-Q,0,N/A
1601046,2022-06-01,10-Q,1,interestrateswap
1601046,2022-08-30,10-Q,1,interestrateswap
1601046,2020-09-01,10-Q,1,interestrateswap
1601046,2022-03-01,10-Q,1,interestrateswap
1601712,2016-02-25,10-K,0,N/A
1601712,2015-02-23,10-K,0,N/A
1601046,2021-08-31,10-Q,1,interestrateswap
1601712,2019-02-15,10-K,0,N/A
1601712,2018-02-22,10-K,0,N/A
1601712,2017-02-23,10-K,0,N/A
1601712,2014-09-05,10-Q,0,N/A
1601712,2014-10-31,10-Q,0,N/A
1601712,2015-05-01,10-Q,0,N/A
1601712,2022-02-10,10-K,0,N/A
1601712,2020-02-13,10-K,0,N/A
1601712,2021-02-11,10-K,0,N/A
1601712,2016-04-28,10-Q,0,N/A
1601712,2016-10-27,10-Q,0,N/A
1601712,2016-07-28,10-Q,0,N/A
1601712,2015-07-31,10-Q,0,N/A
1601712,2017-07-28,10-Q,0,N/A
1601712,2015-10-30,10-Q,0,N/A
1601712,2017-10-26,10-Q,0,N/A
1601712,2018-10-25,10-Q,0,N/A
1601712,2017-05-01,10-Q,0,N/A
1601712,2019-07-25,10-Q,0,N/A
1601712,2019-10-25,10-Q,0,N/A
1601712,2020-04-22,10-Q,0,N/A
1601712,2018-07-27,10-Q,0,N/A
1601712,2019-04-25,10-Q,0,N/A
1601712,2021-04-27,10-Q,0,N/A
1601712,2020-10-22,10-Q,0,N/A
1601712,2018-04-26,10-Q,0,N/A
1601712,2020-07-23,10-Q,0,N/A
1601712,2022-07-21,10-Q,0,N/A
1601712,2021-07-22,10-Q,0,N/A
1601712,2022-04-21,10-Q,0,N/A
1603923,2015-02-18,10-K,1,interestratederivative
1601712,2021-10-21,10-Q,0,N/A
1601712,2022-10-25,10-Q,0,N/A
1603923,2017-02-15,10-K,1,interestratederivative
1603923,2020-03-16,10-K,1,interestratederivative
1603923,2016-02-16,10-K,1,interestratederivative
1603923,2019-02-15,10-K,1,interestratederivative
1603923,2021-02-19,10-K,1,interestratederivative
1603923,2014-10-24,10-Q,1,interestratederivative
1603923,2014-07-25,10-Q,1,interestratederivative
1603923,2018-02-14,10-K,1,interestratederivative
1603923,2015-07-24,10-Q,1,interestratederivative
1603923,2016-07-29,10-Q,1,interestratederivative
1603923,2015-04-24,10-Q,1,interestratederivative
1603923,2016-05-05,10-Q,1,interestratederivative
1603923,2016-10-28,10-Q,1,interestratederivative
1603923,2015-10-23,10-Q,1,interestrateswap
1603923,2022-02-17,10-K,1,interestratederivative
1603923,2017-08-01,10-Q,1,interestratederivative
1603923,2017-04-28,10-Q,1,interestratederivative
1603923,2017-11-01,10-Q,1,interestratederivative
1603923,2018-05-02,10-Q,1,interestratederivative
1603923,2019-10-30,10-Q,1,interestratederivative
1603923,2019-05-10,10-Q,1,interestratederivative
1603923,2018-11-02,10-Q,1,interestratederivative
1603923,2019-08-05,10-Q,1,interestratederivative
1603923,2018-08-09,10-Q,1,interestratederivative
1603923,2020-05-11,10-Q,0,N/A
1603923,2021-05-06,10-Q,0,N/A
1603923,2021-07-29,10-Q,0,N/A
1603923,2020-08-14,10-Q,0,N/A
1603923,2020-11-04,10-Q,1,interestratederivative
1603923,2022-07-28,10-Q,0,N/A
1603923,2022-04-28,10-Q,0,N/A
1603923,2021-11-02,10-Q,0,N/A
1604778,2015-05-27,10-K,0,N/A
1604778,2018-05-21,10-K,0,N/A
1603923,2022-10-26,10-Q,0,N/A
1604778,2016-05-31,10-K,0,N/A
1604778,2017-05-23,10-K,0,N/A
1604778,2021-05-24,10-K,0,N/A
1604778,2019-05-17,10-K,0,N/A
1604778,2022-05-20,10-K,0,N/A
1604778,2020-05-20,10-K,0,N/A
1604778,2015-08-05,10-Q,0,N/A
1604778,2014-09-12,10-Q,0,N/A
1604778,2015-11-12,10-Q,0,N/A
1604778,2016-02-10,10-Q,0,N/A
1604778,2014-11-05,10-Q,0,N/A
1604778,2016-08-05,10-Q,0,N/A
1604778,2015-02-03,10-Q,0,N/A
1604778,2016-11-07,10-Q,0,N/A
1604778,2017-08-03,10-Q,0,N/A
1604778,2018-08-02,10-Q,0,N/A
1604778,2017-02-02,10-Q,0,N/A
1604778,2017-11-03,10-Q,0,N/A
1604778,2019-02-07,10-Q,0,N/A
1604778,2018-02-01,10-Q,0,N/A
1604778,2020-01-30,10-Q,0,N/A
1604778,2018-11-01,10-Q,0,N/A
1604778,2019-11-01,10-Q,0,N/A
1604778,2019-08-06,10-Q,0,N/A
1604778,2020-11-05,10-Q,0,N/A
1604778,2021-11-04,10-Q,0,N/A
1604778,2020-07-30,10-Q,0,N/A
1604778,2021-02-04,10-Q,0,N/A
1604778,2022-02-03,10-Q,0,N/A
1604778,2021-08-05,10-Q,0,N/A
1604778,2022-08-04,10-Q,0,N/A
1604778,2022-11-03,10-Q,0,N/A
16099,2006-11-13,10-K,0,N/A
16099,2008-11-07,10-K,0,N/A
16099,2007-11-09,10-K,0,N/A
16099,2005-11-14,10-K,0,N/A
16099,2009-11-09,10-K,0,N/A
16099,2004-11-05,10-K,1,interestrateswap
1608109,2014-09-12,10-Q,0,N/A
16099,2011-11-14,10-K,0,N/A
16099,2014-11-12,10-K,0,N/A
16099,2012-11-13,10-K,0,N/A
16099,2010-11-08,10-K,0,N/A
16099,2015-11-09,10-K,0,N/A
16099,2016-11-23,10-K,1,interestrateswap
16099,2013-11-12,10-K,0,N/A
16099,2018-11-16,10-K,1,interestrateswap
16099,2004-01-02,10-Q,0,N/A
16099,2017-11-13,10-K,1,interestrateswap
16099,2019-11-26,10-K,1,interestrateswap
16099,2020-12-09,10-K,1,interestrateswap
16099,2004-03-12,10-Q,0,N/A
16099,2005-01-03,10-Q,0,N/A
16099,2021-11-19,10-K,0,N/A
16099,2005-03-29,10-Q,0,N/A
16099,2005-06-10,10-Q,0,N/A
16099,2006-12-21,10-Q,0,N/A
16099,2004-06-14,10-Q,1,interestrateswap
16099,2006-06-16,10-Q,0,N/A
16099,2005-12-30,10-Q,0,N/A
16099,2007-03-23,10-Q,0,N/A
16099,2006-03-28,10-Q,0,N/A
16099,2007-12-28,10-Q,0,N/A
16099,2008-06-16,10-Q,0,N/A
16099,2008-12-19,10-Q,0,N/A
16099,2008-03-24,10-Q,0,N/A
16099,2007-06-15,10-Q,0,N/A
16099,2009-03-20,10-Q,0,N/A
16099,2010-06-11,10-Q,0,N/A
16099,2010-03-19,10-Q,0,N/A
16099,2009-06-12,10-Q,0,N/A
16099,2009-12-22,10-Q,0,N/A
16099,2010-12-21,10-Q,0,N/A
16099,2011-12-27,10-Q,0,N/A
16099,2012-03-23,10-Q,0,N/A
16099,2011-06-10,10-Q,0,N/A
16099,2013-06-17,10-Q,0,N/A
16099,2013-03-25,10-Q,0,N/A
16099,2011-03-11,10-Q,0,N/A
16099,2013-12-20,10-Q,0,N/A
16099,2012-12-26,10-Q,0,N/A
16099,2012-06-15,10-Q,0,N/A
16099,2014-03-28,10-Q,0,N/A
16099,2014-12-19,10-Q,0,N/A
16099,2016-01-25,10-Q,0,N/A
16099,2015-06-15,10-Q,0,N/A
16099,2016-07-11,10-Q,0,N/A
16099,2014-06-16,10-Q,0,N/A
16099,2017-02-06,10-Q,1,interestrateswap
16099,2017-07-13,10-Q,1,interestrateswap
16099,2015-03-23,10-Q,0,N/A
16099,2018-01-29,10-Q,1,interestrateswap
16099,2016-04-18,10-Q,0,N/A
16099,2018-07-23,10-Q,1,interestrateswap
16099,2018-04-23,10-Q,1,interestrateswap
16099,2017-04-24,10-Q,1,interestrateswap
16099,2019-01-28,10-Q,1,interestrateswap
16099,2020-06-05,10-Q,1,interestrateswap
16099,2019-04-22,10-Q,1,interestrateswap
16099,2020-07-20,10-Q,1,interestrateswap
16099,2019-07-15,10-Q,1,interestrateswap
16099,2021-07-19,10-Q,0,N/A
16099,2021-02-01,10-Q,1,interestrateswap
16099,2020-02-03,10-Q,1,interestrateswap
16099,2021-04-26,10-Q,0,N/A
16099,2022-04-21,10-Q,0,N/A
16099,2022-01-31,10-Q,0,N/A
1613103,2016-06-28,10-K,1,hedgesinterestrate
1613103,2019-06-21,10-K,1,hedgesinterestrate
1613103,2017-06-27,10-K,1,hedgesinterestrate
1613103,2015-06-23,10-K,1,hedgesinterestrate
1613103,2018-06-22,10-K,1,hedgesinterestrate
1613103,2020-06-19,10-K,1,hedgesinterestrate
1613103,2015-09-09,10-Q,1,hedgesinterestrate
1613103,2022-06-23,10-K,1,interestratederivative
1613103,2021-06-25,10-K,1,interestratederivative
1613103,2015-02-27,10-Q,0,N/A
1613103,2016-09-07,10-Q,1,hedgesinterestrate
1613103,2016-03-09,10-Q,1,hedgesinterestrate
1613103,2016-12-05,10-Q,1,hedgesinterestrate
1613103,2017-03-03,10-Q,1,hedgesinterestrate
1613103,2015-12-09,10-Q,1,hedgesinterestrate
1613103,2017-12-04,10-Q,1,hedgesinterestrate
1613103,2017-09-01,10-Q,1,hedgesinterestrate
1613103,2018-11-29,10-Q,1,hedgesinterestrate
1613103,2018-03-02,10-Q,1,hedgesinterestrate
1613103,2019-12-03,10-Q,1,hedgesinterestrate
1613103,2018-08-31,10-Q,1,hedgesinterestrate
1613103,2020-02-28,10-Q,1,hedgesinterestrate
1613103,2019-03-01,10-Q,1,hedgesinterestrate
1613103,2019-08-30,10-Q,1,hedgesinterestrate
1613103,2020-09-03,10-Q,1,interestratederivative
1613103,2021-03-05,10-Q,1,interestratederivative
1613103,2020-12-03,10-Q,1,interestratederivative
1613103,2021-09-02,10-Q,1,interestratederivative
1613103,2021-12-02,10-Q,1,interestratederivative
1613103,2022-03-03,10-Q,1,interestratederivative
1613103,2022-12-01,10-Q,1,interestratederivative
1613103,2022-09-01,10-Q,1,interestratederivative
1618921,2017-10-25,10-K,1,interestratederivative
1618921,2015-10-28,10-K,1,interestrateswap
1618921,2016-10-20,10-K,1,interestratederivative
1618921,2021-10-14,10-K,1,interestrateswap
1618921,2018-10-11,10-K,1,interestrateswap
1618921,2014-12-30,10-Q,1,interestrateswap
1618921,2019-10-28,10-K,1,interestrateswap
1618921,2020-10-15,10-K,1,interestrateswap
1618921,2016-04-05,10-Q,1,interestrateswap
1618921,2016-01-07,10-Q,1,interestrateswap
1618921,2015-07-09,10-Q,1,interestrateswap
1618921,2022-10-13,10-K,1,interestrateswap
1618921,2015-04-09,10-Q,1,interestrateswap
1618921,2018-03-28,10-Q,1,hedgeinterestrate
1618921,2017-01-05,10-Q,1,interestrateswap
1618921,2016-07-06,10-Q,1,interestratederivative
1618921,2018-12-20,10-Q,1,interestrateswap
1618921,2018-01-04,10-Q,1,interestrateswap
1618921,2017-04-05,10-Q,1,interestrateswap
1618921,2018-06-28,10-Q,1,hedgeinterestrate
1618921,2019-06-27,10-Q,1,interestrateswap
1618921,2017-06-29,10-Q,1,interestrateswap
1618921,2021-03-31,10-Q,1,interestrateswap
1618921,2021-01-07,10-Q,1,interestrateswap
1618921,2019-04-02,10-Q,1,interestrateswap
1618921,2020-07-09,10-Q,1,interestrateswap
1618921,2020-04-02,10-Q,1,interestrateswap
1618921,2021-07-01,10-Q,1,interestrateswap
1618921,2020-01-08,10-Q,1,interestrateswap
1618921,2022-03-31,10-Q,1,interestrateswap
1620546,2015-11-12,10-Q,1,hedgesinterestrate
1620546,2015-08-13,10-Q,1,hedgesinterestrate
1620546,2016-03-03,10-K,1,hedgesinterestrate
1618921,2022-06-30,10-Q,1,interestrateswap
1620546,2016-05-09,10-Q,1,hedgesinterestrate
1629995,2015-08-03,10-Q,1,interestrateswap
1618921,2022-01-06,10-Q,1,interestrateswap
1629995,2016-02-18,10-K,1,interestratehedge
1629995,2015-11-03,10-Q,1,interestrateswap
1629995,2016-05-03,10-Q,1,interestrateswap
1629995,2017-02-17,10-K,1,interestratehedge
1629995,2016-08-02,10-Q,1,interestrateswap
1633917,2018-02-07,10-K,0,N/A
1633917,2020-02-06,10-K,0,N/A
1629995,2016-11-01,10-Q,1,interestrateswap
1633917,2021-02-05,10-K,0,N/A
1633917,2016-02-11,10-K,0,N/A
1633917,2015-07-29,10-Q,0,N/A
1633917,2019-02-07,10-K,0,N/A
1633917,2015-10-29,10-Q,0,N/A
1633917,2022-02-03,10-K,0,N/A
1633917,2016-04-28,10-Q,0,N/A
1633917,2016-10-25,10-Q,0,N/A
1633917,2017-04-27,10-Q,0,N/A
1633917,2017-07-27,10-Q,0,N/A
1633917,2018-07-26,10-Q,0,N/A
1633917,2017-10-24,10-Q,0,N/A
1633917,2017-02-08,10-K,0,N/A
1633917,2016-07-26,10-Q,0,N/A
1633917,2019-04-25,10-Q,0,N/A
1633917,2018-04-26,10-Q,0,N/A
1633917,2018-10-23,10-Q,0,N/A
1633917,2020-07-30,10-Q,0,N/A
1633917,2019-07-25,10-Q,0,N/A
1633917,2021-05-06,10-Q,0,N/A
1633917,2020-05-07,10-Q,0,N/A
1633917,2020-11-03,10-Q,0,N/A
1633917,2019-10-24,10-Q,0,N/A
1633917,2022-08-03,10-Q,0,N/A
1633917,2021-11-09,10-Q,0,N/A
1633917,2022-04-28,10-Q,0,N/A
1633917,2022-11-04,10-Q,0,N/A
1633917,2021-07-29,10-Q,0,N/A
1637459,2016-03-03,10-K,1,interestratehedging
1637459,2017-02-23,10-K,1,interestratehedging
1637459,2019-06-07,10-K,1,interestratehedge
1637459,2022-02-17,10-K,1,interestratehedge
1637459,2021-02-17,10-K,1,interestratehedge
1637459,2020-02-14,10-K,1,interestratehedge
1637459,2016-11-04,10-Q,1,interestrateswap
1637459,2018-02-16,10-K,1,interestratehedging
1637459,2015-08-10,10-Q,1,interestratehedging
1637459,2017-08-04,10-Q,1,interestratecontract
1637459,2017-05-04,10-Q,1,interestratecontract
1637459,2016-08-05,10-Q,1,interestrateswap
1637459,2015-11-06,10-Q,1,interestratehedging
1637459,2016-05-05,10-Q,1,interestratecontract
1637459,2018-08-03,10-Q,1,interestratecontract
1637459,2017-11-07,10-Q,1,interestratecontract
1637459,2018-11-02,10-Q,1,interestratehedge
1637459,2018-05-03,10-Q,1,interestratecontract
1637459,2019-10-31,10-Q,1,interestratecontract
1637459,2019-08-13,10-Q,1,interestratecontract
1637459,2020-05-01,10-Q,1,interestratecontract
1637459,2021-10-28,10-Q,1,interestratecontract
1637459,2021-04-30,10-Q,1,interestratecontract
1637459,2020-07-31,10-Q,1,interestratecontract
1637459,2021-08-04,10-Q,1,interestratecontract
1637459,2022-07-28,10-Q,0,N/A
1637459,2022-04-28,10-Q,0,N/A
1637459,2022-10-27,10-Q,1,interestratecontract
1637459,2020-10-30,10-Q,1,interestratecontract
1645590,2015-12-17,10-K,1,hedgeinterestrate
1645590,2017-12-15,10-K,1,hedgeinterestrate
